customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_band,charge_band,num_services,lifetime_value,churn_label
3158-MOERK,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.0,174.8,1,0–12 mo,Premium,2,192.0,Churned
7294-TMAOP,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.55,90.55,1,0–12 mo,High,2,90.55,Churned
5002-GCQFH,Male,0,1,0,49,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,0,49–60 mo,High,3,4598.65,Retained
0556-FJEGU,Male,0,0,0,58,1,0,DSL,0,1,1,1,1,0,Two year,0,Bank transfer (automatic),70.1,4048.95,0,49–60 mo,High,4,4065.7999999999997,Retained
8919-FYFQZ,Male,1,1,0,44,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.35,1359.7,1,37–48 mo,Low,1,1335.4,Churned
0604-THJFP,Female,0,1,1,59,1,0,DSL,0,1,0,1,1,1,Two year,1,Credit card (automatic),75.95,4542.35,0,49–60 mo,High,4,4481.05,Retained
2834-JRTUA,Male,0,0,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,108.05,7532.15,1,61–72 mo,Premium,5,7671.55,Churned
5875-YPQFJ,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.9,69.9,1,0–12 mo,High,0,69.9,Churned
5879-SESNB,Female,0,0,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,888.65,0,0–12 mo,High,0,827.75,Retained
6646-QVXLR,Male,1,1,0,62,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.75,6383.35,1,61–72 mo,Premium,4,6432.5,Churned
6461-PPAXN,Female,0,1,1,35,1,0,DSL,1,0,0,1,0,0,One year,1,Bank transfer (automatic),54.95,1916.0,0,25–36 mo,Medium,2,1923.25,Retained
3318-ISQFQ,Female,0,0,0,20,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.5,413.0,0,13–24 mo,Low,0,390.0,Retained
1106-HRLKZ,Male,0,1,1,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,808.95,0,37–48 mo,Low,0,784.0,Retained
2483-XSSMZ,Female,0,0,0,39,1,0,DSL,1,0,0,0,0,0,One year,1,Electronic check,47.85,1886.4,0,37–48 mo,Medium,1,1866.15,Retained
8603-IJWDN,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.6,86.6,1,0–12 mo,High,1,86.6,Churned
8165-ZJRNM,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.75,1679.25,0,61–72 mo,Low,0,1710.0,Retained
9369-XFEHK,Female,1,1,0,33,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.6,2656.5,1,25–36 mo,High,1,2659.7999999999997,Churned
2604-XVDAM,Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),43.8,540.95,0,0–12 mo,Medium,0,525.5999999999999,Retained
3717-OFRTN,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.75,19.75,0,0–12 mo,Low,0,19.75,Retained
9046-JBFWA,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.15,537.35,0,25–36 mo,Low,0,517.05,Retained
3280-NMUVX,Male,0,1,1,34,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.6,678.8,0,25–36 mo,Low,0,666.4000000000001,Retained
1206-EHBDD,Female,0,1,0,56,1,0,Fiber optic,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),80.3,4513.65,0,49–60 mo,High,2,4496.8,Retained
8361-LBRDI,Female,0,0,0,58,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.35,1423.85,0,49–60 mo,Low,0,1412.3000000000002,Retained
4883-KCPZJ,Female,0,1,1,22,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,555.4,0,13–24 mo,Low,0,555.5,Retained
9108-EQPNQ,Female,0,1,1,10,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.1,225.55,0,0–12 mo,Low,0,261.0,Retained
7277-KAMWT,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.0,268.45,0,13–24 mo,Low,0,260.0,Retained
3842-IYKUE,Female,0,0,0,35,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,0,Credit card (automatic),85.3,2917.5,1,25–36 mo,High,2,2985.5,Churned
6641-XRPSU,Female,0,0,0,34,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),70.0,2416.1,1,25–36 mo,High,0,2380.0,Churned
1374-DMZUI,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.3,424.45,1,0–12 mo,High,2,377.2,Churned
2545-LXYVJ,Male,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.7,1492.1,0,61–72 mo,Low,0,1490.3999999999999,Retained
3234-VKACU,Male,0,0,0,2,1,0,DSL,0,0,0,1,1,1,Month-to-month,0,Electronic check,70.3,132.4,0,0–12 mo,High,3,140.6,Retained
8357-EQXFO,Female,0,0,0,7,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,95.35,660.9,1,0–12 mo,Premium,3,667.4499999999999,Churned
1989-PRJHP,Male,1,1,0,27,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,1893.95,1,25–36 mo,High,0,2038.5,Churned
8120-JDCAM,Male,0,1,1,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.55,284.9,0,0–12 mo,High,0,278.2,Retained
8917-FAEMR,Female,0,0,0,37,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.85,784.25,0,37–48 mo,Low,0,734.45,Retained
7047-YXDMZ,Male,0,0,0,21,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,417.7,0,13–24 mo,Low,0,420.0,Retained
2858-EIMXH,Female,1,1,0,53,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Credit card (automatic),95.85,5016.25,0,49–60 mo,Premium,2,5080.049999999999,Retained
9524-EGPJC,Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.1,1612.75,1,13–24 mo,High,2,1621.8,Churned
6993-OHLXR,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.95,119.75,1,0–12 mo,High,0,137.9,Churned
8818-XYFCQ,Male,0,1,1,32,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Credit card (automatic),99.55,3204.65,1,25–36 mo,Premium,3,3185.6,Churned
6419-ZTTLE,Male,1,1,0,23,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.75,485.2,0,13–24 mo,Low,0,477.25,Retained
0929-HYQEW,Male,0,0,0,3,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.15,160.85,0,0–12 mo,Medium,1,150.45,Retained
6614-YOLAC,Female,0,1,1,71,0,0,DSL,1,1,0,1,1,1,Two year,0,Mailed check,58.65,4145.25,0,61–72 mo,Medium,5,4164.15,Retained
7426-RHZGU,Male,0,0,0,9,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),95.9,827.45,0,0–12 mo,Premium,3,863.1,Retained
4065-JJAVA,Female,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,49.5,49.5,0,0–12 mo,Medium,1,49.5,Retained
4695-VADHF,Male,0,1,1,18,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,57.45,990.85,1,13–24 mo,Medium,2,1034.1000000000001,Churned
3863-IUBJR,Male,0,1,1,12,1,0,DSL,0,0,0,0,0,1,One year,0,Credit card (automatic),53.65,696.35,1,0–12 mo,Medium,1,643.8,Churned
7649-SIJJF,Male,0,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,1,Mailed check,80.1,5585.4,0,61–72 mo,High,5,5687.099999999999,Retained
9361-YNQWJ,Female,0,0,0,64,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.4,1601.2,0,61–72 mo,Low,0,1561.6,Retained
3748-FVMZZ,Male,0,0,0,4,0,0,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,40.05,162.45,0,0–12 mo,Medium,2,160.2,Retained
9391-TTOYH,Female,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.5,470.2,0,13–24 mo,Low,0,448.5,Retained
1452-XRSJV,Female,0,1,1,39,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,2066.0,0,37–48 mo,Medium,1,1990.9499999999998,Retained
3422-WJOYD,Male,0,1,0,28,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.35,1426.45,0,25–36 mo,Medium,2,1521.8,Retained
8242-SOQUO,Female,1,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,84.7,392.5,0,0–12 mo,High,2,423.5,Retained
7460-ITWWP,Female,1,1,0,45,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,86.1,3861.45,0,37–48 mo,High,2,3874.4999999999995,Retained
7147-AYBAA,Male,0,0,0,37,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.35,2552.9,0,37–48 mo,High,0,2602.95,Retained
7868-TMWMZ,Female,1,1,0,60,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,6668.35,0,49–60 mo,Premium,6,6600.0,Retained
4822-RVYBB,Male,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,819.4,1,0–12 mo,Premium,3,804.8,Churned
6732-FZUGP,Female,0,0,0,47,1,1,Fiber optic,1,0,1,0,1,0,One year,0,Credit card (automatic),94.9,4615.25,0,37–48 mo,High,3,4460.3,Retained
8436-BJUMM,Male,0,1,1,26,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,83.75,2070.6,1,25–36 mo,High,1,2177.5,Churned
4184-TJFAN,Female,1,1,1,3,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Mailed check,88.3,273.75,1,0–12 mo,High,3,264.9,Churned
8329-GWVPJ,Female,0,1,1,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,0,49–60 mo,High,0,3487.5,Retained
1352-VHKAJ,Male,0,1,1,27,1,1,DSL,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),71.6,1957.1,0,25–36 mo,High,3,1933.1999999999998,Retained
4145-UQXUQ,Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.1,729.95,1,0–12 mo,High,3,736.8,Churned
2632-TACXW,Female,0,1,0,62,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.65,1416.75,0,61–72 mo,Low,0,1466.3,Retained
8146-QQKZH,Female,0,1,0,71,1,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),81.85,5924.4,0,61–72 mo,High,5,5811.349999999999,Retained
1767-CJKBA,Male,0,0,0,66,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.1,1697.7,0,61–72 mo,Low,0,1656.6000000000001,Retained
6445-TNRXS,Male,0,1,1,68,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.7,7849.85,0,61–72 mo,Premium,6,7799.6,Retained
4581-LNWUM,Female,0,0,0,13,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.15,649.4,0,13–24 mo,Medium,3,638.9499999999999,Retained
4869-EPIUS,Male,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,4557.5,0,49–60 mo,High,1,4530.400000000001,Retained
9948-YPTDG,Male,0,1,0,38,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,79.45,3013.05,1,37–48 mo,High,2,3019.1,Churned
1236-WFCDV,Male,1,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),90.45,1266.1,1,13–24 mo,High,2,1266.3,Churned
1915-OAKWD,Female,0,0,1,16,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.3,360.35,0,13–24 mo,Low,0,308.8,Retained
7296-PIXQY,Female,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,1046.5,0,13–24 mo,High,0,982.8000000000001,Retained
4883-QICIH,Male,0,1,1,32,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,1,25–36 mo,High,0,2232.0,Churned
3354-OADJP,Female,0,0,0,8,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),54.25,447.75,0,0–12 mo,Medium,2,434.0,Retained
3524-WQDSG,Female,0,1,1,43,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),99.3,4209.95,0,37–48 mo,Premium,3,4269.9,Retained
0810-DHDBD,Female,0,0,0,52,1,1,DSL,1,0,1,1,1,0,One year,0,Credit card (automatic),74.0,3877.65,0,49–60 mo,High,4,3848.0,Retained
4026-SKKHW,Male,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.25,152.3,0,0–12 mo,Medium,1,150.75,Retained
2829-HYVZP,Male,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.8,572.2,0,25–36 mo,Low,0,574.2,Retained
8329-IBCTI,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,19.65,1,0–12 mo,Low,0,19.65,Churned
1271-SJBGZ,Male,1,0,0,12,0,0,DSL,0,0,1,1,0,1,Month-to-month,1,Electronic check,43.65,526.95,1,0–12 mo,Medium,3,523.8,Churned
3845-JHAMY,Female,0,1,1,16,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),35.5,552.7,0,13–24 mo,Medium,1,568.0,Retained
7013-PSXHK,Female,0,0,0,40,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,80.75,3208.65,0,37–48 mo,High,4,3230.0,Retained
5669-SRAIP,Female,0,0,0,5,0,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,39.5,210.75,1,0–12 mo,Medium,2,197.5,Churned
5981-ITEMU,Male,0,1,0,40,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.1,3706.95,1,37–48 mo,Premium,2,3884.0,Churned
3486-NPGST,Female,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.55,620.75,0,25–36 mo,Low,0,703.8000000000001,Retained
6941-PMGEP,Female,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.0,412.5,1,0–12 mo,High,1,400.0,Churned
1624-WOIWJ,Female,0,0,0,10,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Mailed check,84.7,832.05,1,0–12 mo,High,2,847.0,Churned
2074-GKOWZ,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,1,0–12 mo,High,2,179.1,Churned
0376-YMCJC,Male,0,0,0,23,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90.6,1943.2,1,13–24 mo,High,2,2083.7999999999997,Churned
6100-FJZDG,Male,0,1,1,26,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.05,505.9,0,25–36 mo,Low,0,521.3000000000001,Retained
4829-ZLJTK,Female,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,8046.85,0,61–72 mo,Premium,5,8092.8,Retained
1730-VFMWO,Female,0,1,0,34,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),50.2,1815.3,0,25–36 mo,Medium,1,1706.8000000000002,Retained
7143-BQIBA,Male,0,0,0,10,1,0,DSL,1,0,0,1,1,0,Month-to-month,0,Bank transfer (automatic),62.25,612.95,0,0–12 mo,Medium,3,622.5,Retained
3800-LYTRK,Female,0,0,0,14,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,55.7,795.15,0,13–24 mo,Medium,2,779.8000000000001,Retained
0634-SZPQA,Female,0,0,0,23,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),90.05,2169.8,1,13–24 mo,High,2,2071.15,Churned
9646-NMHXE,Male,0,1,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,973.1,0,37–48 mo,Low,0,923.55,Retained
7030-NJVDP,Male,0,1,0,24,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.25,2210.2,0,13–24 mo,High,3,2142.0,Retained
5536-RTPWK,Male,0,1,0,49,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.05,4853.75,1,49–60 mo,Premium,3,4853.45,Churned
8883-GRDWQ,Male,1,0,0,20,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.0,1055.9,0,13–24 mo,Medium,2,1080.0,Retained
6166-ILMNY,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.75,144.55,1,0–12 mo,High,0,139.5,Churned
3097-NNSPB,Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.05,91.1,1,0–12 mo,Medium,1,98.1,Churned
7771-ZONAT,Male,0,0,0,22,0,0,DSL,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),56.75,1304.85,0,13–24 mo,Medium,4,1248.5,Retained
0655-RBDUG,Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),98.05,713.0,1,0–12 mo,Premium,3,686.35,Churned
2111-DWYHN,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.1,21.1,0,0–12 mo,Low,0,21.1,Retained
4194-WHFCB,Female,0,1,1,59,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),96.65,5580.8,0,49–60 mo,Premium,3,5702.35,Retained
4121-AGSIN,Female,0,1,1,58,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),24.5,1497.9,0,49–60 mo,Low,0,1421.0,Retained
4361-BKAXE,Female,0,0,0,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,1,37–48 mo,Premium,6,4694.5,Churned
9845-PEEKO,Female,1,0,0,59,1,1,Fiber optic,0,1,0,0,0,0,Two year,1,Credit card (automatic),79.2,4590.35,0,49–60 mo,High,1,4672.8,Retained
0455-XFASS,Female,0,1,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,200.2,0,0–12 mo,High,0,208.64999999999998,Retained
0301-KOBTQ,Male,0,0,0,32,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.05,614.45,0,25–36 mo,Low,0,641.6,Retained
1751-NCDLI,Male,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.85,4564.9,0,37–48 mo,Premium,3,4547.099999999999,Retained
4367-NUYAO,Male,0,1,1,0,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,25.75,0,0–12 mo,Low,0,0.0,Retained
9878-TNQGW,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.95,171.15,1,0–12 mo,High,1,161.9,Churned
9170-ARBTB,Female,0,1,1,52,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.6,1012.4,0,49–60 mo,Low,0,1019.2,Retained
4441-NIHPT,Female,1,0,0,13,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.3,940.35,1,13–24 mo,High,1,965.9,Churned
8999-BOHSE,Female,1,0,0,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,1,0–12 mo,High,2,986.7,Churned
7241-AJHFS,Male,0,0,0,32,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),87.65,2766.4,0,25–36 mo,High,2,2804.8,Retained
7029-RPUAV,Male,1,1,0,17,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),100.45,1622.45,1,13–24 mo,Premium,3,1707.65,Churned
4546-FOKWR,Female,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,1129.35,0,13–24 mo,High,0,1196.0,Retained
9036-CSKBW,Female,0,0,0,51,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Bank transfer (automatic),107.45,5680.9,0,49–60 mo,Premium,5,5479.95,Retained
5832-TRLPB,Male,0,0,0,29,1,0,DSL,0,0,1,1,1,1,One year,1,Bank transfer (automatic),75.35,2243.9,0,25–36 mo,High,4,2185.1499999999996,Retained
8590-YFFQO,Male,0,1,0,70,1,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),64.95,4523.25,0,61–72 mo,Medium,4,4546.5,Retained
8659-IOOPU,Female,0,1,1,71,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Electronic check,100.45,7159.7,0,61–72 mo,Premium,4,7131.95,Retained
1338-CECEE,Male,0,1,1,41,1,1,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),68.5,2839.95,0,37–48 mo,High,3,2808.5,Retained
7439-DKZTW,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,0,0–12 mo,High,1,80.55,Retained
4646-QZXTF,Female,0,1,0,7,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),81.25,580.1,0,0–12 mo,High,5,568.75,Retained
4607-CHPCA,Male,0,1,1,25,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Electronic check,90.4,2178.6,1,25–36 mo,High,2,2260.0,Churned
9742-XOKTS,Male,0,1,1,67,1,1,Fiber optic,1,1,0,1,0,0,One year,0,Electronic check,89.55,6038.55,0,61–72 mo,High,3,5999.849999999999,Retained
6921-OZMFH,Male,0,1,1,5,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,55.7,259.4,0,0–12 mo,Medium,1,278.5,Retained
9578-FOMUK,Male,0,0,1,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,324.15,0,13–24 mo,Low,0,372.0,Retained
4712-UYOOI,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,417.65,0,13–24 mo,Low,0,400.0,Retained
8824-RWFXJ,Male,0,1,1,3,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,56.15,168.15,1,0–12 mo,Medium,2,168.45,Churned
7722-CVFXN,Male,0,1,1,54,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,105.2,5637.85,0,49–60 mo,Premium,4,5680.8,Retained
8717-VCTXJ,Male,0,0,0,42,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.55,839.4,0,37–48 mo,Low,0,821.1,Retained
7363-QTBIW,Female,0,1,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.75,769.1,0,0–12 mo,High,1,717.75,Retained
4159-NAAIX,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),97.45,6253.0,0,61–72 mo,Premium,3,6139.35,Retained
0971-QIFJK,Female,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.25,1641.8,0,61–72 mo,Low,0,1673.25,Retained
9397-TZSHA,Female,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.6,1678.05,0,61–72 mo,Low,0,1697.4,Retained
3391-JSQEW,Male,0,1,0,40,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,2058.5,0,37–48 mo,Medium,1,2006.0,Retained
0343-QLUZP,Male,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424.5,0,49–60 mo,Medium,3,2376.0,Retained
9763-PDTKK,Female,0,0,0,4,1,0,Fiber optic,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),94.4,387.2,1,0–12 mo,High,4,377.6,Churned
2176-LVPNX,Female,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,0,61–72 mo,High,6,6379.349999999999,Retained
7627-JKIAZ,Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.95,2839.65,1,37–48 mo,High,1,2921.15,Churned
3312-UUMZW,Male,0,1,0,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.85,3145.9,0,25–36 mo,Premium,3,3163.2,Retained
1271-UODNO,Male,0,0,0,39,1,1,DSL,0,0,0,1,0,0,Two year,1,Credit card (automatic),53.85,2200.7,0,37–48 mo,Medium,1,2100.15,Retained
8461-EFQYM,Female,0,0,0,38,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,24.25,914.4,0,37–48 mo,Low,0,921.5,Retained
6900-RBKER,Male,0,0,0,52,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),89.45,4577.75,0,49–60 mo,High,2,4651.400000000001,Retained
6891-JPYFF,Female,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.25,4997.5,0,37–48 mo,Premium,4,5052.0,Retained
1459-QNFQT,Male,0,1,1,70,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.5,4144.8,0,61–72 mo,Medium,5,4165.0,Retained
1047-NNCBF,Male,0,0,0,20,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.55,1493.55,0,13–24 mo,High,0,1411.0,Retained
3696-XRIEN,Female,0,0,0,50,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),82.5,4179.1,0,49–60 mo,High,5,4125.0,Retained
4081-DYXAV,Female,0,0,0,19,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),44.85,893.55,1,13–24 mo,Medium,2,852.15,Churned
0074-HDKDG,Male,0,1,1,25,1,0,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),61.6,1611.0,0,25–36 mo,Medium,3,1540.0,Retained
8791-GFXLZ,Male,0,0,0,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.05,593.05,0,0–12 mo,Medium,1,588.5999999999999,Retained
